2177,,,,,9,,,,,8,,
2178,,,,,,,,10,,,,8
2179,,,,,,,,,-1,-1,,
2180,,,,,,,,,,,,7
2181,10,10,,9,10,10,,9,8,10,9,9
2182,,,,,,,,,9,,10,
2183,,9,,9,10,10,,10,10,10,9,
2184,,,,,,,,,,,,
2185,9,8,,9,10,10,7,9,8,9,7,
2186,9,,,,10,,,9,8,10,,
2187,8,8,,7,10,9,,8,8,7,,
2188,,10,,10,10,,10,10,9,,10,
2189,,10,,10,10,10,,10,10,9,9,
2190,,,,,,,,,,,,
2191,10,,9,,,,8,,9,,10,
2192,,,,,,,,,10,10,,
2193,10,8,,8,9,10,,9,8,,8,7
2194,,,10,,,,10,8,10,,,9
2195,-1,-1,,-1,,,,-1,10,,,
2196,,,,,,,8,9,8,,,10
2197,10,,9,,,,,,8,9,10,
2198,,,,,,9,,,,8,,
2199,,,,,,,,,,,,
2200,10,9,10,9,9,,10,10,10,,9,
2201,8,10,,10,9,10,,9,9,8,9,8
2202,,,-1,,,-1,,,,-1,-1,
2203,,,,,,,,,,,,
2204,9,9,7,9,9,8,7,9,9,9,7,8
2205,,,,,,,,9,10,,,
2206,10,,,,,,,,9,7,,8
2207,-1,,10,,,,,,,,,
2208,9,,-1,,,,-1,9,9,,9,8
2209,10,10,,10,9,,,10,9,,,7
2210,,,,,,,,,,,,
2211,-1,,,,-1,,,-1,,,-1,
2212,10,10,7,10,10,,7,10,10,5,6,9
2213,,,9,,,,,,10,9,10,10
2214,,,,,,,,,,,,
2215,,,,,,,,-1,-1,-1,-1,
2216,10,,10,,,,10,,8,8,,
2217,,,,,,,,,,,,
2218,,,,,,,,7,6,,,
2219,,,,,,,,,,,,
2220,,,,,,,,6,,,,
2221,,,,,,,,,10,9,,
2222,,,,,,,,,9,,,
2223,,,,,9,,,,,,,7
2224,,,,,-1,-1,,,-1,-1,-1,
2225,,,10,9,,,,8,8,,,
2226,10,10,,10,10,10,,,9,,9,10
2227,10,,,,10,,,,,,,
2228,,9,10,10,10,10,,8,9,10,9,
2229,,,,,,,,10,10,,9,
2230,,,,,-1,-1,,,-1,-1,-1,
2231,,,-1,,,-1,-1,,-1,-1,-1,
2232,,,,,,10,,8,,9,10,
2233,9,,,,,,,10,8,8,10,
2234,,,,,,,,9,10,,,
2235,,,,,,,,8,9,,,
2236,,,9,,,,-1,,,-1,,-1
2237,,,9,,,,9,,,,,
2238,,,,,,,,,,,,
2239,,9,9,10,9,,,10,,8,9,
2240,,,,,,,,,10,,-1,
2241,,,,,,,,,,,,
2242,,,,,,,,,,,,
2243,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1
2244,,,,,,,,,,,,
2245,,,,,,,,,8,,,
2246,10,10,9,10,10,10,,,10,10,10,
2247,,,,,,,,,,,10,
2248,,,,,,,,,10,,,
2249,,10,,10,,,,,,10,,
2250,,8,,7,,,,,9,,,
2251,9,10,9,10,10,10,,,9,10,8,
2252,,,,,,,,,,,,
2253,,,,,,,,,10,,,
2254,9,,,,,,,8,10,,,
2255,,,,,,,,,,,,
2256,-1,,,-1,,,,-1,-1,-1,-1,-1
2257,,,,,,,,-1,-1,,,
2258,,,-1,,,-1,-1,,-1,,-1,
2259,,,,,10,8,,,8,,10,
2260,,,,,,,,,,-1,,
2261,10,,10,,10,10,,,9,,10,9
2262,,,,,,,,,,,,-1
2263,,,,,,,,8,10,,,
2264,-1,-1,-1,-1,,,-1,,-1,-1,-1,-1
2265,10,10,,10,,,,,,,,
2266,10,,,,9,,,7,10,,,7
2267,,10,,10,,7,,10,9,,,8
2268,,10,,10,9,,,10,9,,,6
2269,,,,,,,,,,,,
2270,,,9,,,,,,,,,
2271,,10,,10,,,,10,10,,10,-1
2272,,,,,,,,,,,,
2273,10,,10,,10,8,7,7,8,7,5,10
2274,,,9,,10,10,,10,9,9,8,
2275,,,8,,,9,8,,,9,,
2276,-1,-1,,-1,,-1,,-1,-1,,-1,-1
2277,,,,,,,,,,,,
2278,,-1,,-1,,-1,,,-1,,-1,-1
2279,9,8,10,8,,,10,,9,,,
2280,-1,,,10,,,,-1,-1,,10,-1
2281,,,8,,,,,9,,,7,
2282,9,10,,10,10,10,,8,10,,9,
2283,,,,,,,,,,,,
2284,,,,,,,,10,10,,,
2285,10,8,,8,8,,,8,9,,6,10
2286,10,,8,,,,10,,8,6,7,
2287,10,,,8,10,,,,,9,,7
2288,,-1,,-1,,-1,,-1,-1,-1,-1,
2289,,10,,10,10,,,,,,10,
2290,10,,10,,,10,10,,,10,,9
2291,,,,,,,,,,,,
2292,10,,,,,,,10,10,,,
2293,,,,,10,,8,7,9,,,
2294,,,9,,,,9,7,,9,,
2295,9,10,,10,,,,9,9,9,9,7
2296,,,,,,,,,8,,,
2297,,,,,10,10,,9,9,9,9,9
2298,10,9,9,8,9,,9,8,7,,,8
2299,8,8,,9,,,,,10,,,6
2300,10,,10,,10,10,,10,9,9,10,
2301,,10,,10,,,,,,,,
2302,9,10,,10,,,,,8,,,
2303,,,,,,,,,9,,,
2304,10,9,,10,,,,10,10,,,
2305,,,,,10,10,,9,10,9,,
2306,,,,,,10,,,,,10,
2307,10,,10,9,,10,10,8,10,,10,9
2308,9,8,10,8,9,10,,9,7,9,6,-1
2309,6,,8,,,,9,7,6,,,
2310,10,,9,,,,9,8,8,10,10,
2311,,,10,,,,,10,9,,,
2312,,,10,,,,,9,7,,,
2313,,,,,,,,,,,,
2314,10,,,,,,,8,9,,,9
2315,,,10,,,,9,,10,,,
2316,,,,,,,,,,,,
2317,,9,,9,,10,,,,8,10,8
2318,10,10,10,10,10,,10,10,9,10,10,
2319,,,,,,,,,,,,
2320,9,,,,9,10,,7,8,,9,8
2321,,,,,,,,,,,,
2322,-1,10,,10,,,,10,9,,,-1
2323,,,,,10,,,,10,9,9,
2324,,,,,9,,,8,8,,7,7
2325,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,
2326,,,,,,,,7,,8,,
2327,,,,,,,,,10,,,
2328,8,,8,9,9,,,10,8,,,
2329,,,,,,,,9,9,,,
2330,,,9,,,,10,,7,,,
2331,,,,,,,,10,9,,,10
2332,,,-1,,,,,,10,,,
2333,,,,,,,,,,,,
2334,9,,8,,,,,,,,,9
2335,9,8,9,8,10,10,9,,8,10,9,6
2336,,-1,-1,-1,,,-1,-1,-1,,,
2337,,,10,,,,10,9,10,,7,
2338,9,,,,,,,,8,10,,
2339,,,,,-1,,,-1,,,-1,
2340,,-1,,-1,,-1,,-1,,,-1,
2341,,,,,,-1,,,,-1,-1,
2342,8,,7,10,9,10,8,9,8,8,10,
2343,8,,,,,,,9,10,,,6
2344,10,,,,,,,10,8,10,,10
2345,,,,,,10,,,,10,10,
2346,,,,9,,,,10,10,,9,
2347,10,10,10,10,10,,,7,,,10,9
2348,8,,,,10,10,,10,,,,10
2349,-1,-1,,-1,-1,,,-1,-1,,,
2350,10,,,9,,,,,9,,,
2351,8,10,,9,9,10,,7,9,6,8,
2352,9,9,,8,,,,,,,,
2353,,,,,,,,,-1,,,
2354,-1,-1,,-1,-1,-1,,-1,-1,,-1,
2355,,9,,9,10,10,,,7,,8,7
2356,,,,,,,,7,,8,10,
2357,,,10,,,,,9,8,,,
2358,,,,,,,,,,,,
2359,,,,,8,8,,6,,9,8,
2360,,9,,9,,,,10,10,,,
2361,-1,10,,10,9,-1,,10,,7,-1,-1
2362,8,9,,9,9,,,,7,10,,8
2363,,,,,,,,,10,,,
2364,,,,,,,,6,10,,,
2365,,,,,10,,,,,9,10,
2366,9,8,,7,7,8,,10,9,7,6,
2367,-1,,-1,,,,-1,-1,-1,,,-1
2368,,,,,,,,7,,8,,
2369,,,,,,,,,,,,
2370,,,,,,,,,9,,,
2371,9,9,-1,9,8,8,7,9,7,-1,8,
2372,,,,,,,,,,,,
2373,,,,,,,,,,,,
2374,,,,,,,,,10,10,,
2375,,,,,,,,-1,,,,-1
2376,,,,,,,,,,,,
2377,,,,,,,,,,,,
2378,10,10,,10,9,10,,9,9,9,9,7
2379,,9,,9,2,,,9,9,,,8
2380,,,,-1,,,,-1,,,,
2381,,,10,,,,,,,,,
2382,10,10,,10,,,,10,10,,,
2383,,,,,,,,,10,,9,
2384,,,,,,,,-1,,,-1,
2385,10,,10,,,10,,10,10,,10,8
2386,10,10,9,10,10,,,6,9,,10,7
2387,,,10,,,,8,8,10,,,
2388,-1,,-1,,,,,-1,9,10,,10
2389,10,,9,,10,,9,10,9,,10,10
2390,,,,,,,,,,,,
2391,,10,,9,,,,,,,6,
2392,,,,,,,,,,,,
2393,,10,,10,,,,,,,-1,
2394,10,9,,9,10,10,,8,9,10,9,9
2395,,,,,,,,,10,,10,
2396,9,,8,,8,10,,8,9,7,8,8
2397,9,10,,10,10,,,9,8,,8,7
2398,,,,,,,,,-1,,,
2399,-1,,,,,,,-1,,,,-1
2400,,9,9,10,,,7,8,8,7,5,6
2401,,,,,,,,-1,,,,-1
2402,10,,,,,,,9,9,,8,
2403,,,,6,,,,10,,,,
2404,,,,,7,,,,8,,,
2405,9,9,,9,,,,,,5,,
2406,,,,,,,,,7,,10,
2407,9,9,,10,9,,,9,10,6,5,
2408,,,,,,,,,9,,,
2409,,10,9,10,10,,,9,8,,5,
2410,-1,,,-1,,,-1,,-1,,-1,-1
2411,,,8,-1,,10,-1,-1,-1,,8,-1
2412,8,,10,9,,10,10,,5,,,7
2413,,10,,,,,,,,,,
2414,,,,,,,,10,10,,,
2415,,,,,,,,-1,,,,
2416,,,,,,,,,,,,
2417,10,10,9,10,10,9,,9,10,10,9,
2418,,,10,10,,,10,10,10,10,10,
2419,,,8,7,,,8,,,,,
2420,,,,,10,,,,,,,
2421,,9,,9,,,,,,,,
2422,,7,5,8,7,7,6,7,,6,7,5
2423,,,,,,,,,,,,
2424,,10,,9,,,,9,9,,8,9
2425,,,,,,,,,,,,
2426,,8,,8,,,,,,,,
2427,10,9,,7,,,,,,,,8
2428,10,4,,9,10,8,,,8,10,,
2429,,,,,,10,,,,8,10,
2430,,,,,7,,,9,,6,,
2431,,,,,,,,9,8,,,
2432,,,,,,,,,-1,,-1,-1
2433,10,10,,-1,,,,8,9,-1,-1,-1
2434,,,,,,10,,9,9,8,9,
2435,,,,,,,,,,7,,
2436,,,,,-1,,,,-1,-1,,
2437,,,,,,,,,,,,
2438,10,,8,,,,,,9,,,
2439,,,,,,,,4,4,,8,
2440,10,6,,8,10,,,,,,7,
2441,9,9,,8,10,,,10,2,4,7,
2442,,,,,,,-1,,,,,
2443,-1,-1,,-1,-1,,,-1,,,,
2444,9,9,,8,9,9,,,8,8,8,8
2445,,9,10,9,,,,8,9,8,,
2446,,,6,8,,,8,6,,,,
2447,,,,,,,,9,9,,8,
2448,,,,,,,,,,,,
2449,,,,,,,,,8,,,9
2450,,10,,10,,9,,8,9,8,8,9
2451,,,,,,,,,,,,
2452,-1,-1,-1,-1,,,-1,-1,-1,,-1,-1
2453,9,7,,7,,,,9,,,,8
2454,,,,,,,,,,,,
2455,,,,,10,10,,,8,10,9,
2456,10,10,10,10,9,,,,8,10,,10
2457,9,,,,,,,,,,,
2458,,,,,10,10,,7,7,9,9,
2459,,-1,,-1,-1,-1,,,-1,-1,-1,
2460,,,,,,,,8,,,,
2461,,,,,,,,6,,,,
2462,10,,,,,10,,,,10,10,
2463,,-1,,-1,,,-1,,10,,,
2464,,,,,,,,-1,10,,,
2465,,,,,,-1,,,-1,,,
2466,,,,,,,,6,7,,,
2467,10,8,,7,10,,,10,9,,10,6
2468,,10,,10,,,,,8,,,7
2469,,,10,,,,,,10,,,
2470,,,,,,,,,10,,,
2471,,,9,,,,10,,8,7,,
2472,-1,10,,8,10,10,,9,8,9,10,-1
2473,,,10,,,7,,10,9,,,
2474,10,,,,10,10,,6,8,6,9,6
2475,,,,,,,,-1,-1,,,-1
2476,,,,,,,,,,,,
2477,,10,,9,,,,,,,,
2478,,,10,,-1,10,10,7,,,10,
2479,,,10,,,,,,9,,,
2480,9,9,,9,10,10,9,10,,9,9,8
2481,7,10,,10,8,,,10,10,,8,
2482,,,,,10,8,,,,7,,
2483,10,,,,9,,,6,10,8,9,5
2484,-1,,-1,,10,7,,,-1,-1,9,
2485,,,,,10,10,,,,9,10,
2486,10,5,,8,,,,,,,,7
2487,8,,,,8,,8,7,7,7,7,8
2488,,,,,10,,,,,,,
2489,10,9,7,8,9,7,7,9,8,,,9
2490,10,,,10,,,,10,10,,,10
2491,,,,,9,,,8,8,,,
2492,,,,,,,,,,,,
2493,,,,,,9,,,,,,
2494,,,8,,,,9,10,,,,
2495,-1,-1,,-1,-1,,,-1,-1,,,-1
2496,9,9,,9,9,10,,9,-1,,10,
2497,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1
2498,,5,,5,,,,10,6,9,,
2499,,,,,,,,,,,,
2500,,,10,,9,,9,,8,7,7,
2501,8,,,,,,,,9,,,
2502,-1,,,,,,,-1,,,,
2503,-1,-1,-1,-1,-1,,-1,,-1,-1,-1,-1
2504,,10,,10,,,,,,,,
2505,,,,,,,,,10,,,
2506,10,,,,,,,,9,10,10,6
2507,,,9,,,10,,9,8,,10,
2508,,,,,,,,,,,,
2509,,,,,,,,10,,,7,
2510,7,7,,7,,,,7,8,,,
2511,,,,,,,,,,,,
2512,,,,,,,,9,,,,
2513,,,,,,,,,,,,
2514,,,-1,,,,,-1,-1,-1,,
2515,8,,,,,4,10,,9,,8,5
2516,,-1,,10,,,,8,-1,,7,
2517,-1,-1,,-1,-1,-1,,,-1,-1,-1,-1
2518,10,,,,10,10,,,10,,,
2519,,,,,,,,,,,,
2520,9,9,,8,,,,10,,7,9,9
2521,,,,,,,,,,,,
2522,,,,,,-1,,-1,9,,-1,
2523,,,,,,,,,10,,,
2524,-1,,-1,,,,-1,,-1,,,
2525,,10,,10,,,,,10,,9,
2526,10,7,9,8,9,8,7,7,8,7,6,8
2527,8,,7,5,7,5,7,7,,,5,
2528,,,,,,-1,,,-1,-1,-1,
2529,,,,,,,,8,9,8,9,
2530,10,9,9,8,10,,9,8,8,,8,
2531,9,,,,10,,,8,9,,10,9
2532,,,,,,,,,,,,
2533,9,,,,,,,10,9,10,8,9
2534,,,7,,,,2,,9,,,
2535,,9,10,9,,,10,10,10,,9,
2536,,,9,,,,8,,,,,
2537,,-1,,-1,,,,-1,-1,,,
2538,,,,,,,,,,,,
2539,,,,,,,,,,,,-1
2540,,,,,,,,,,,,
2541,,,,,,,,10,,,,
2542,,,,,,,,8,8,8,,
2543,,,,,,8,,,,,,
2544,9,,10,,,,10,9,,,5,7
2545,,,,,,,,,,,,
2546,,,,,10,,,,10,,,
2547,,,,,,,,,,9,8,
2548,10,,-1,,,,,10,8,8,10,
2549,9,9,7,9,9,10,7,8,8,8,8,9
2550,-1,-1,-1,-1,10,,,-1,-1,,-1,-1
2551,,,,,,,,-1,,,-1,
2552,9,,9,,,,9,10,10,,,5
2553,,,,,,,,,10,,10,
2554,,10,,9,10,10,,7,8,,,
2555,10,,9,,,,8,,9,,,8
2556,,,,,,,,,,,7,
2557,10,,,,,,,,,,,
2558,,,,,,,,,,,,
2559,,,,,,,,,,,,
2560,9,,10,,,,10,,,,,10
2561,,9,,8,9,10,,8,,9,9,
2562,,10,,9,10,10,,,7,10,10,
2563,10,,,,,,,,,,10,
2564,,,,,,8,,,9,,8,
2565,,,8,,,10,7,,8,10,7,
2566,9,,-1,,,,10,10,9,,,8
2567,9,,,,10,,,,,,,
2568,,,,,,,,,9,,7,
2569,,,9,,,9,8,,9,,,
2570,,,,,,9,,,,,9,
2571,,9,,9,,,,,9,,8,
2572,,,,,,,,,,,,
2573,,,,,9,-1,,-1,-1,-1,-1,
2574,,,,,,,,6,6,,,
2575,,,,,,,,10,9,,,
2576,,,,,,,,9,,10,,
2577,,,,,,,,-1,-1,,,-1
2578,10,,,,,,,,,8,9,
2579,,,,,,10,,,,,9,
2580,-1,8,,8,8,,,8,8,,8,
2581,,,,,,,,,,,,
2582,8,,8,,,,7,,8,,,
2583,10,10,,9,-1,10,,8,-1,-1,9,7
2584,,,,,,,,7,,,,
2585,,10,10,10,,,9,5,10,9,10,9
2586,,,10,,10,10,,10,10,10,10,
2587,10,,,,,,,9,,,7,5
2588,,,,,,,,,,,,
2589,10,,10,,10,,7,10,10,,10,
2590,,,,,,,,,10,,9,
2591,10,,,,10,,,10,9,7,9,9
2592,,10,,8,10,9,,10,9,9,10,
2593,,,,,,,,,,,-1,
2594,,,,,,,,10,,,,10
2595,-1,9,,9,10,,,9,7,7,10,
2596,,,,,,,,10,10,,,
2597,,,,,,,,,,,,
2598,,,,,,,,,,,,
2599,-1,-1,-1,-1,9,10,,-1,-1,-1,-1,-1
2600,,,10,,,,9,,9,,,9
2601,,,,,10,9,,,9,9,,
2602,10,,,,,,,8,7,,9,
2603,10,,,,,10,10,8,,-1,-1,10
2604,,,,,9,,,,9,,9,
2605,-1,-1,-1,-1,-1,,-1,-1,-1,,,-1
2606,,,,,,,,10,10,,,
2607,,,,,,,,,,,,
2608,,9,,8,,,,10,,,,
2609,10,10,,10,10,,,,-1,7,8,6
2610,10,,10,,,10,10,,9,,,
2611,,10,,10,10,10,,,8,8,8,
2612,,,,,9,9,,,10,,-1,
2613,10,8,,8,,,,7,,9,9,
2614,9,,6,,9,,7,8,4,,6,8
2615,-1,,,,,,,,,,,
2616,,,,,,9,,,,,,
2617,8,7,,8,9,,,10,9,10,,
2618,,,,,,8,,,,,8,
2619,,,,,,,,8,10,,,
2620,,,,,,,,,,,,
2621,10,9,,9,9,9,,10,9,9,,
2622,,7,,8,,,,,,7,,
2623,,10,10,10,10,10,,10,10,,,10
2624,,,,,-1,9,,8,,,,
2625,-1,,,,,-1,-1,,-1,-1,-1,
2626,,,,,,,,,,,,
2627,,,,,,,,,,10,10,
2628,-1,,,,-1,10,,-1,10,-1,,
2629,,10,,10,,,,,,,10,
2630,,,,,,,,6,6,,,
2631,10,,,,,,,,10,10,,
2632,9,8,,8,,8,8,8,,,,7
2633,9,,,,,,,9,10,,10,7
2634,-1,-1,,-1,9,-1,,-1,-1,-1,-1,
2635,10,8,,8,,10,,7,7,10,9,7
2636,,10,,10,,,,,,,10,
2637,9,8,6,9,8,9,6,8,7,10,7,8
2638,,,,,,,,,,,,
2639,,,,,,,,,,,,
2640,,,,,,10,,8,8,,10,9
2641,9,9,,9,9,,,9,9,8,8,8
2642,,,9,,10,,,10,9,,9,
2643,10,10,,10,10,10,,8,8,10,9,9
2644,10,9,9,9,,,10,9,9,,,8
2645,,,10,,,,,,10,,,
2646,7,-1,8,-1,8,,6,9,10,,,6
2647,,,,8,,10,,,,9,7,10
2648,,,,,,,,10,,,,
2649,10,,10,,,9,9,6,9,,,
2650,,,,,,,,9,10,,,
2651,,,,,,,,,,,,
2652,8,,,,,,,,,8,,7
2653,8,-1,-1,-1,,,-1,-1,-1,,,-1
2654,,,,,,,,,-1,,,
2655,,,,9,,,,,,,,
2656,,,,,,,,,,,,
2657,,,,,,,,8,-1,,,
2658,,,,,,,,,9,,,
2659,10,8,8,10,,,,9,,,,8
2660,9,10,,10,,,,9,-1,,,
2661,,9,,8,9,,,9,10,,,
2662,,,,,,,,,,10,10,7
2663,,,,,,,,,9,-1,,
2664,9,10,,9,,,,9,8,,10,
2665,,10,,10,10,9,,,8,10,,
2666,10,10,10,9,10,10,,10,9,,6,10
2667,,,,,,,,7,,,,
2668,,,,,,,,10,,,10,10
2669,,,,,,,,10,,,,
2670,,,-1,,,,-1,-1,,,,
2671,10,-1,,-1,10,,,,-1,-1,,9
2672,,,,,,,,8,,,,
2673,,,,9,,,,9,8,10,10,
2674,,,,,,,,,,,,
2675,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,
2676,,,,,,,,10,,,10,
2677,,,,,,,,,-1,,,-1
2678,9,10,,10,10,10,,10,10,10,10,9
2679,,,,,,,,,10,,,
2680,,,,,,,,,,,,
2681,,10,9,9,9,,8,,,,,
2682,,,,,,,,,,,,
2683,,,10,,,,,8,7,,,
2684,,,,,,,,6,,,,
2685,,9,,8,9,10,,7,8,,9,
2686,10,9,,9,9,,,8,,6,8,7
2687,,,,10,-1,,,10,-1,,-1,-1
2688,,,10,,,,,8,7,9,,
2689,9,,,,,,,,,,8,
2690,,7,,8,,,,8,9,,,
2691,,,,,,,,10,,,,
2692,,,,,,,,,,,,
2693,,,,,,,,10,,,10,
2694,,,,9,,,,10,,9,8,
2695,10,10,7,10,10,10,9,9,9,10,10,
2696,,,,,,,,,10,,,
2697,,9,,9,,,,,,,,
2698,7,10,,10,9,10,,9,7,,10,9
2699,,,10,,,,10,10,10,,10,
2700,8,9,7,9,,,,,8,,8,7
2701,10,10,8,10,10,10,7,9,9,9,10,
2702,10,,,,,,,,10,,,
2703,,,,,,,,,,,,
2704,10,,,,,,,-1,-1,-1,,-1
2705,,,,,,,,,,,,10
2706,10,,,,,8,,10,10,10,,
2707,,,,10,10,,,9,,,,
2708,,,10,,,,,,8,,,
2709,,,,,,,,,,9,10,
2710,,,,,,2,,,8,7,9,
2711,,,,,10,,,10,8,,,8
2712,9,10,9,10,10,,,10,9,,8,10
2713,,,6,,,,,,,,,
2714,,,,,10,,,9,,,,
2715,10,,,,10,10,9,,8,8,8,9
2716,,,9,,10,,,9,10,,8,
2717,,,,,,,,,,,10,
2718,,,,,,,,,10,10,,
2719,,,7,,,,10,,10,,,
2720,,10,,9,10,,,,9,,9,
2721,,-1,,-1,,,,,-1,,-1,
2722,10,8,,8,,,,9,8,9,8,
2723,,,,,9,10,,8,,8,9,
2724,,,,,,,,10,,,,
2725,9,,8,,,,8,,,,,
2726,10,,,,10,,8,5,8,,7,9
2727,9,10,,10,,,,9,8,,,
2728,9,,,,,7,,10,,10,10,
2729,,,,,,,,,7,,,
2730,,,,,,,,10,,,,
2731,,10,,10,,,,10,,,,
2732,10,,9,,,,,,,,,
2733,10,10,-1,10,10,,,-1,10,10,,10
2734,,,,,,,,8,9,,,
2735,-1,,,,,,,-1,-1,,,-1
2736,-1,,-1,,,,,-1,-1,,,-1
2737,,,,,,,,9,10,,,
2738,10,,,,9,,,10,10,9,10,10
2739,,,,,,,,,,,,
2740,,9,,9,,10,8,,8,8,9,
2741,9,10,,8,10,,,,9,,8,
2742,8,,,,,,,,9,9,9,7
2743,10,,6,,,,,8,7,10,9,
2744,,10,,8,8,,,8,6,9,,
2745,10,,,,10,5,,,6,,,10
2746,,8,,9,10,8,,9,8,,,
2747,10,10,,10,,7,,9,7,7,,8
2748,,9,,,10,10,,7,7,,10,
2749,9,,9,,,,10,,9,8,10,9
2750,7,,9,8,,9,9,9,-1,,,9
2751,,10,,10,,,,,,,,
2752,,,,,,10,,7,8,9,10,
2753,10,9,8,9,8,,7,9,8,,,8
2754,8,,10,,,10,10,8,9,10,,9
2755,,,,,,10,,7,10,,7,8
2756,9,,,,,10,,10,8,6,8,
2757,10,,,,8,,,,9,7,,
2758,,8,,9,,,,,8,8,9,
2759,,10,,9,9,9,,8,9,,9,
2760,10,8,,7,9,8,-1,8,7,,5,9
2761,,,,,10,10,-1,,6,9,8,
2762,,,,,9,,,,4,,9,
2763,10,10,,10,,,,10,7,8,7,9
2764,,,,,,,,,,8,,
2765,,,,,,,,,,,,
2766,,,,,,,,10,,9,,
2767,,,,,,,,,-1,,10,
2768,9,10,,9,10,,,10,7,9,7,7
2769,,,10,,10,10,10,,10,7,8,
2770,,,,,,,,10,8,,,
2771,9,10,,10,10,10,,,9,,10,8
2772,10,9,10,9,10,10,9,9,8,,7,9
2773,,,,,,,,,,,,
2774,,,10,,,7,8,,,,,
2775,,,,,,,,,,,,
2776,9,,,,9,10,,10,8,,9,8
2777,,,,,,,,,,,,
2778,,9,10,9,,,10,9,10,,,
2779,,,,,,,,,,,10,
2780,7,,,,,,,,9,,,8
2781,,,,,,,,,,,,
2782,10,,,,,,,7,10,,,
2783,9,7,,8,9,,,7,7,,,
2784,,,,,,,,,,10,,
2785,10,6,7,8,,,,,6,,,
2786,,,,,10,,,9,,10,,
2787,,,,,,,,,,,,
2788,,,,,,9,,,,,,
2789,8,,,,,10,,7,8,7,,
2790,,,,,,,,,,,,
2791,8,,,,,,,9,,9,,9
2792,,-1,-1,-1,-1,,,-1,-1,,-1,-1
2793,10,,,,,10,,8,7,10,,8
2794,,10,,10,,10,,,9,,,
2795,,-1,-1,-1,-1,-1,,,-1,-1,-1,-1
2796,,10,,8,,,,10,9,,9,
2797,,,,,,,,,9,6,,
2798,,,,,8,,,8,-1,,,8
2799,10,,,,10,,,10,9,,,
2800,10,9,,10,,,,,8,9,,8
2801,10,,,,,,,,10,,,10
2802,-1,-1,-1,-1,-1,,-1,-1,,,-1,-1
2803,10,,,,,10,,,,10,10,
2804,,,,,,,,,,,10,
2805,,,,,,,,,,,7,
2806,8,,,,,,,10,9,,,
2807,-1,-1,,-1,,,,-1,-1,,-1,-1
2808,,,,,,,,,,,,
2809,,,,8,,,,10,,,,
2810,9,9,9,9,8,,,7,,8,7,9
2811,9,9,,9,8,9,,9,8,,,9
2812,,,,,,,,,,,,
2813,,,,,,,,,,,,
2814,-1,-1,,-1,,,,-1,,,,
2815,,,,,,,,,,-1,,
2816,,,,,,,,,,,,
2817,,9,,8,,,,9,9,,8,
2818,,,,,,,,6,10,,8,
2819,9,,9,,10,10,8,8,8,8,9,
2820,10,9,8,9,7,8,8,10,9,8,7,8
2821,9,9,8,9,,,,9,9,,,
2822,9,,10,,,10,10,10,10,,9,8
2823,10,,,,,9,,6,8,8,10,7
2824,,,,,,,,,,,,
2825,,,,,9,10,,,7,9,8,
2826,,,,,,-1,-1,-1,,8,,-1
2827,,7,,8,10,-1,,7,,,,
2828,9,10,,10,,10,,10,,,6,8
2829,,,,,,,-1,,-1,-1,,
2830,,,,,,,,,,,-1,
2831,,,,,,6,,,,,,
2832,,,,,,,,10,10,,9,
2833,8,10,,10,,,,8,7,9,,
2834,,10,,10,10,,,10,,,10,
2835,,,,,,,,,,,8,
2836,,,,,,,,,9,,,
2837,,9,,9,3,,,,,10,4,
2838,10,10,,10,,,,,10,,6,8
2839,,,6,,,10,,9,10,10,8,
2840,,,,,,-1,,,,-1,9,
2841,,,,,,,,,,,,
2842,,10,10,10,10,10,10,,8,9,9,
2843,10,10,,10,10,,,9,10,10,10,
2844,,,,,10,,,,9,,,
2845,,,,-1,9,,,10,9,10,6,7
2846,10,10,10,10,,,8,,10,9,,
2847,,,,,,,,,,,,
2848,,,8,,,,8,9,7,,,
2849,,-1,,-1,-1,,,-1,-1,5,-1,
2850,,,,,-1,-1,-1,,-1,-1,-1,-1
2851,9,,,,,,,10,9,,,9
2852,,,,,,,,,10,10,,
2853,,10,,-1,10,10,,10,,10,10,
2854,,,,,,,,,,,,
2855,,,10,,,8,,,10,,10,
2856,,,,,,,,,,,,
2857,,,,,9,,,,,6,,
2858,,,,,,,,,,-1,-1,
2859,,,,,10,,,,,,,9
2860,,10,,10,,9,,,,-1,-1,
2861,10,,10,,,,,,10,,,
2862,,,9,,,,9,,10,,,
2863,,,,,,10,,9,10,9,9,
2864,,,-1,,-1,,-1,-1,-1,-1,-1,-1
2865,10,,,,,,,,,,,
2866,,,,,,,,,9,,,
2867,7,,,7,8,7,,9,6,8,7,
2868,9,9,9,9,,,,9,9,7,9,8
2869,,,,,,,,,,,,
2870,,,10,,,,,,,,,
2871,,,,,10,,,,9,,,
2872,,7,,7,,,,,,,,7
2873,,,10,,,,,10,10,10,,
2874,,10,,9,,,,8,,,,10
2875,,,,,,-1,,,,9,,
2876,,,,,,,,,,,,
2877,,,10,,,5,10,10,,6,9,
2878,,,9,,10,,,,,,,
2879,,,,,,,,,,,,
2880,,,,,,,,,,,,
2881,10,9,,9,10,,,8,8,8,8,9
